month,total_intervals,rpf_intervals,dataset,level,rpf_interval_pct,season,hour,is_weekend
5.0,992,0,Beta,month_hour,0.0,,7.0,
5.0,992,0,Beta,month_hour,0.0,,8.0,
5.0,992,9,Beta,month_hour,0.9072580645161291,,9.0,
5.0,992,64,Beta,month_hour,6.451612903225806,,10.0,
5.0,992,109,Beta,month_hour,10.987903225806452,,11.0,
5.0,992,112,Beta,month_hour,11.29032258064516,,12.0,
5.0,992,100,Beta,month_hour,10.080645161290322,,13.0,
5.0,992,59,Beta,month_hour,5.947580645161291,,14.0,
5.0,992,6,Beta,month_hour,0.6048387096774194,,15.0,
5.0,992,0,Beta,month_hour,0.0,,16.0,
5.0,992,0,Beta,month_hour,0.0,,17.0,
5.0,992,0,Beta,month_hour,0.0,,18.0,
5.0,992,0,Beta,month_hour,0.0,,19.0,
5.0,992,0,Beta,month_hour,0.0,,20.0,
5.0,992,0,Beta,month_hour,0.0,,21.0,
5.0,992,0,Beta,month_hour,0.0,,22.0,
5.0,992,0,Beta,month_hour,0.0,,23.0,
6.0,960,0,Beta,month_hour,0.0,,0.0,
6.0,960,0,Beta,month_hour,0.0,,1.0,
6.0,960,0,Beta,month_hour,0.0,,2.0,
6.0,960,0,Beta,month_hour,0.0,,3.0,
6.0,960,0,Beta,month_hour,0.0,,4.0,
6.0,960,0,Beta,month_hour,0.0,,5.0,
6.0,960,0,Beta,month_hour,0.0,,6.0,
6.0,960,0,Beta,month_hour,0.0,,7.0,
6.0,960,0,Beta,month_hour,0.0,,8.0,
6.0,960,0,Beta,month_hour,0.0,,9.0,
6.0,960,2,Beta,month_hour,0.20833333333333334,,10.0,
6.0,960,9,Beta,month_hour,0.9375,,11.0,
6.0,960,10,Beta,month_hour,1.0416666666666665,,12.0,
6.0,960,3,Beta,month_hour,0.3125,,13.0,
6.0,960,0,Beta,month_hour,0.0,,14.0,
6.0,960,0,Beta,month_hour,0.0,,15.0,
6.0,960,0,Beta,month_hour,0.0,,16.0,
6.0,960,0,Beta,month_hour,0.0,,17.0,
6.0,960,0,Beta,month_hour,0.0,,18.0,
6.0,960,0,Beta,month_hour,0.0,,19.0,
6.0,960,0,Beta,month_hour,0.0,,20.0,
6.0,960,0,Beta,month_hour,0.0,,21.0,
6.0,960,0,Beta,month_hour,0.0,,22.0,
6.0,960,0,Beta,month_hour,0.0,,23.0,
7.0,992,0,Beta,month_hour,0.0,,0.0,
7.0,992,0,Beta,month_hour,0.0,,1.0,
7.0,992,0,Beta,month_hour,0.0,,2.0,
7.0,992,0,Beta,month_hour,0.0,,3.0,
7.0,992,0,Beta,month_hour,0.0,,4.0,
7.0,992,0,Beta,month_hour,0.0,,5.0,
7.0,992,0,Beta,month_hour,0.0,,6.0,
7.0,992,0,Beta,month_hour,0.0,,7.0,
7.0,992,0,Beta,month_hour,0.0,,8.0,
7.0,992,0,Beta,month_hour,0.0,,9.0,
7.0,992,0,Beta,month_hour,0.0,,10.0,
7.0,992,6,Beta,month_hour,0.6048387096774194,,11.0,
7.0,992,11,Beta,month_hour,1.1088709677419355,,12.0,
7.0,992,9,Beta,month_hour,0.9072580645161291,,13.0,
7.0,992,5,Beta,month_hour,0.5040322580645161,,14.0,
7.0,992,0,Beta,month_hour,0.0,,15.0,
7.0,992,0,Beta,month_hour,0.0,,16.0,
7.0,992,0,Beta,month_hour,0.0,,17.0,
7.0,992,0,Beta,month_hour,0.0,,18.0,
7.0,992,0,Beta,month_hour,0.0,,19.0,
7.0,992,0,Beta,month_hour,0.0,,20.0,
7.0,992,0,Beta,month_hour,0.0,,21.0,
7.0,992,0,Beta,month_hour,0.0,,22.0,
7.0,992,0,Beta,month_hour,0.0,,23.0,
8.0,992,0,Beta,month_hour,0.0,,0.0,
8.0,992,0,Beta,month_hour,0.0,,1.0,
8.0,992,0,Beta,month_hour,0.0,,2.0,
8.0,992,0,Beta,month_hour,0.0,,3.0,
8.0,992,0,Beta,month_hour,0.0,,4.0,
8.0,992,0,Beta,month_hour,0.0,,5.0,
8.0,992,0,Beta,month_hour,0.0,,6.0,
8.0,992,0,Beta,month_hour,0.0,,7.0,
8.0,992,7,Beta,month_hour,0.7056451612903225,,8.0,
8.0,992,27,Beta,month_hour,2.721774193548387,,9.0,
8.0,992,41,Beta,month_hour,4.133064516129032,,10.0,
8.0,992,86,Beta,month_hour,8.669354838709678,,11.0,
8.0,992,102,Beta,month_hour,10.28225806451613,,12.0,
8.0,992,85,Beta,month_hour,8.568548387096774,,13.0,
8.0,992,25,Beta,month_hour,2.5201612903225805,,14.0,
8.0,992,17,Beta,month_hour,1.7137096774193548,,15.0,
8.0,992,2,Beta,month_hour,0.20161290322580644,,16.0,
8.0,992,0,Beta,month_hour,0.0,,17.0,
8.0,992,0,Beta,month_hour,0.0,,18.0,
8.0,992,0,Beta,month_hour,0.0,,19.0,
8.0,992,0,Beta,month_hour,0.0,,20.0,
8.0,992,0,Beta,month_hour,0.0,,21.0,
8.0,992,0,Beta,month_hour,0.0,,22.0,
8.0,992,0,Beta,month_hour,0.0,,23.0,
9.0,960,0,Beta,month_hour,0.0,,0.0,
9.0,960,0,Beta,month_hour,0.0,,1.0,
9.0,960,0,Beta,month_hour,0.0,,2.0,
9.0,960,0,Beta,month_hour,0.0,,3.0,
9.0,960,0,Beta,month_hour,0.0,,4.0,
9.0,960,0,Beta,month_hour,0.0,,5.0,
9.0,960,0,Beta,month_hour,0.0,,6.0,
9.0,960,1,Beta,month_hour,0.10416666666666667,,7.0,
9.0,960,72,Beta,month_hour,7.5,,8.0,
9.0,960,281,Beta,month_hour,29.270833333333336,,9.0,
9.0,960,385,Beta,month_hour,40.10416666666667,,10.0,
9.0,960,485,Beta,month_hour,50.520833333333336,,11.0,
9.0,960,499,Beta,month_hour,51.979166666666664,,12.0,
9.0,960,478,Beta,month_hour,49.791666666666664,,13.0,
9.0,960,336,Beta,month_hour,35.0,,14.0,
9.0,960,205,Beta,month_hour,21.354166666666664,,15.0,
9.0,960,12,Beta,month_hour,1.25,,16.0,
9.0,960,0,Beta,month_hour,0.0,,17.0,
9.0,960,0,Beta,month_hour,0.0,,18.0,
9.0,960,0,Beta,month_hour,0.0,,19.0,
9.0,960,0,Beta,month_hour,0.0,,20.0,
9.0,960,0,Beta,month_hour,0.0,,21.0,
9.0,960,0,Beta,month_hour,0.0,,22.0,
9.0,960,0,Beta,month_hour,0.0,,23.0,
10.0,992,0,Beta,month_hour,0.0,,0.0,
10.0,992,0,Beta,month_hour,0.0,,1.0,
10.0,992,0,Beta,month_hour,0.0,,2.0,
10.0,992,0,Beta,month_hour,0.0,,3.0,
10.0,992,0,Beta,month_hour,0.0,,4.0,
10.0,992,0,Beta,month_hour,0.0,,5.0,
10.0,992,0,Beta,month_hour,0.0,,6.0,
10.0,992,0,Beta,month_hour,0.0,,7.0,
10.0,992,20,Beta,month_hour,2.0161290322580645,,8.0,
10.0,992,226,Beta,month_hour,22.782258064516128,,9.0,
10.0,992,336,Beta,month_hour,33.87096774193548,,10.0,
10.0,992,424,Beta,month_hour,42.74193548387097,,11.0,
10.0,992,511,Beta,month_hour,51.51209677419355,,12.0,
10.0,992,511,Beta,month_hour,51.51209677419355,,13.0,
10.0,992,414,Beta,month_hour,41.733870967741936,,14.0,
10.0,992,264,Beta,month_hour,26.61290322580645,,15.0,
10.0,992,91,Beta,month_hour,9.173387096774194,,16.0,
10.0,992,2,Beta,month_hour,0.20161290322580644,,17.0,
10.0,992,0,Beta,month_hour,0.0,,18.0,
10.0,992,0,Beta,month_hour,0.0,,19.0,
10.0,992,0,Beta,month_hour,0.0,,20.0,
10.0,992,0,Beta,month_hour,0.0,,21.0,
10.0,992,0,Beta,month_hour,0.0,,22.0,
10.0,992,0,Beta,month_hour,0.0,,23.0,
11.0,960,0,Beta,month_hour,0.0,,0.0,
11.0,960,0,Beta,month_hour,0.0,,1.0,
11.0,960,0,Beta,month_hour,0.0,,2.0,
11.0,960,0,Beta,month_hour,0.0,,3.0,
11.0,960,0,Beta,month_hour,0.0,,4.0,
11.0,960,0,Beta,month_hour,0.0,,5.0,
11.0,960,0,Beta,month_hour,0.0,,6.0,
11.0,960,0,Beta,month_hour,0.0,,7.0,
11.0,960,8,Beta,month_hour,0.8333333333333334,,8.0,
11.0,960,102,Beta,month_hour,10.625,,9.0,
11.0,960,161,Beta,month_hour,16.770833333333332,,10.0,
11.0,960,220,Beta,month_hour,22.916666666666664,,11.0,
11.0,960,268,Beta,month_hour,27.916666666666668,,12.0,
11.0,960,280,Beta,month_hour,29.166666666666668,,13.0,
11.0,960,236,Beta,month_hour,24.583333333333332,,14.0,
11.0,960,140,Beta,month_hour,14.583333333333334,,15.0,
11.0,960,61,Beta,month_hour,6.354166666666666,,16.0,
11.0,960,0,Beta,month_hour,0.0,,17.0,
11.0,960,0,Beta,month_hour,0.0,,18.0,
11.0,960,0,Beta,month_hour,0.0,,19.0,
11.0,960,0,Beta,month_hour,0.0,,20.0,
11.0,960,0,Beta,month_hour,0.0,,21.0,
11.0,960,0,Beta,month_hour,0.0,,22.0,
11.0,960,0,Beta,month_hour,0.0,,23.0,
12.0,992,0,Beta,month_hour,0.0,,0.0,
12.0,992,0,Beta,month_hour,0.0,,1.0,
12.0,992,0,Beta,month_hour,0.0,,2.0,
12.0,992,0,Beta,month_hour,0.0,,3.0,
12.0,992,0,Beta,month_hour,0.0,,4.0,
12.0,992,0,Beta,month_hour,0.0,,5.0,
12.0,992,0,Beta,month_hour,0.0,,6.0,
12.0,992,0,Beta,month_hour,0.0,,7.0,
12.0,992,0,Beta,month_hour,0.0,,8.0,
12.0,992,22,Beta,month_hour,2.217741935483871,,9.0,
12.0,992,52,Beta,month_hour,5.241935483870968,,10.0,
12.0,992,67,Beta,month_hour,6.754032258064516,,11.0,
12.0,992,82,Beta,month_hour,8.266129032258064,,12.0,
12.0,992,71,Beta,month_hour,7.15725806451613,,13.0,
12.0,992,40,Beta,month_hour,4.032258064516129,,14.0,
12.0,992,12,Beta,month_hour,1.2096774193548387,,15.0,
12.0,992,1,Beta,month_hour,0.10080645161290322,,16.0,
12.0,992,0,Beta,month_hour,0.0,,17.0,
12.0,992,0,Beta,month_hour,0.0,,18.0,
12.0,992,0,Beta,month_hour,0.0,,19.0,
12.0,992,0,Beta,month_hour,0.0,,20.0,
12.0,992,0,Beta,month_hour,0.0,,21.0,
12.0,992,0,Beta,month_hour,0.0,,22.0,
12.0,992,0,Beta,month_hour,0.0,,23.0,
